                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.1182,                  1.334,                 1.3073,                0.65769,                0.52952,                0.57572,                0.41445,                 1.0367,                 1.0901,                 1.2269,              0.0053852,              0.0053852,              0.0053852
                    142,                 1.1242,                 1.3314,                 1.3066,                0.67032,                0.52863,                0.57739,                0.41509,                 1.0369,                  1.088,                 1.2256,               0.005352,               0.005352,               0.005352
                    143,                 1.1183,                 1.3246,                 1.3045,                0.66993,                0.52467,                0.57567,                0.41454,                 1.0352,                 1.0865,                 1.2243,              0.0053188,              0.0053188,              0.0053188
                    144,                 1.1254,                 1.3304,                 1.3057,                 0.6606,                0.53119,                0.57805,                0.41631,                 1.0333,                 1.0871,                 1.2238,              0.0052856,              0.0052856,              0.0052856
                    145,                   1.12,                  1.327,                 1.3062,                0.66831,                0.53105,                0.57869,                0.41796,                 1.0328,                  1.085,                 1.2224,              0.0052524,              0.0052524,              0.0052524
                    146,                 1.1188,                 1.3269,                 1.3042,                0.66136,                 0.5299,                0.57941,                0.41647,                 1.0334,                 1.0858,                 1.2236,              0.0052192,              0.0052192,              0.0052192
                    147,                 1.1178,                  1.326,                 1.3045,                0.65886,                0.53167,                0.58084,                0.41884,                 1.0334,                 1.0832,                 1.2225,               0.005186,               0.005186,               0.005186
                    148,                 1.1195,                 1.3226,                 1.3053,                0.67762,                0.52447,                0.57893,                0.41726,                 1.0321,                 1.0817,                 1.2224,              0.0051528,              0.0051528,              0.0051528
                    149,                 1.1155,                 1.3224,                 1.3006,                0.65916,                0.53407,                 0.5784,                0.41776,                 1.0321,                 1.0837,                 1.2225,              0.0051196,              0.0051196,              0.0051196
                    150,                 1.1162,                 1.3217,                 1.3036,                0.66745,                0.53032,                0.57953,                0.41797,                 1.0319,                 1.0826,                 1.2218,              0.0050864,              0.0050864,              0.0050864
                    151,                  1.112,                 1.3124,                 1.2977,                0.67028,                0.53118,                0.58024,                0.41872,                 1.0313,                 1.0821,                 1.2206,              0.0050532,              0.0050532,              0.0050532
                    152,                 1.1199,                 1.3196,                  1.302,                0.67364,                0.52703,                0.58061,                0.41852,                 1.0291,                 1.0797,                 1.2184,                0.00502,                0.00502,                0.00502
                    153,                 1.1158,                 1.3178,                 1.2988,                0.66787,                0.53395,                0.58275,                0.41982,                 1.0296,                 1.0781,                 1.2201,              0.0049868,              0.0049868,              0.0049868
                    154,                 1.1167,                 1.3193,                 1.3023,                0.66002,                0.53685,                 0.5809,                0.41982,                 1.0299,                 1.0786,                 1.2196,              0.0049536,              0.0049536,              0.0049536
                    155,                 1.1108,                  1.317,                 1.2993,                0.66111,                0.53712,                 0.5813,                0.41886,                 1.0306,                 1.0762,                 1.2197,              0.0049204,              0.0049204,              0.0049204
                    156,                 1.1157,                 1.3135,                 1.3002,                0.67507,                 0.5295,                 0.5819,                0.42065,                   1.03,                  1.077,                 1.2191,              0.0048872,              0.0048872,              0.0048872
                    157,                 1.1149,                 1.3058,                 1.2964,                0.68205,                0.52384,                0.58225,                0.42006,                  1.029,                 1.0747,                 1.2187,               0.004854,               0.004854,               0.004854
                    158,                 1.1119,                 1.3074,                 1.2962,                0.67175,                0.53301,                0.58339,                0.42041,                 1.0295,                 1.0748,                 1.2178,              0.0048208,              0.0048208,              0.0048208
                    159,                  1.109,                 1.3049,                 1.2977,                0.67684,                0.52975,                0.58238,                0.42027,                  1.029,                 1.0747,                  1.218,              0.0047876,              0.0047876,              0.0047876
                    160,                 1.1103,                 1.3002,                 1.2975,                0.67269,                 0.5294,                0.57985,                0.41943,                 1.0283,                 1.0744,                 1.2177,              0.0047544,              0.0047544,              0.0047544
                    161,                 1.1098,                 1.3051,                 1.2958,                 0.6674,                0.53406,                0.58301,                 0.4217,                 1.0275,                 1.0727,                 1.2174,              0.0047212,              0.0047212,              0.0047212
                    162,                 1.1096,                  1.303,                 1.2961,                  0.673,                0.53111,                0.58353,                0.42189,                 1.0264,                 1.0716,                 1.2157,               0.004688,               0.004688,               0.004688
                    163,                 1.1105,                 1.3074,                 1.2944,                0.67211,                0.53422,                0.58325,                0.42161,                 1.0279,                 1.0713,                 1.2167,              0.0046548,              0.0046548,              0.0046548
                    164,                 1.1065,                 1.2963,                 1.2934,                0.66884,                0.53726,                0.58411,                0.42192,                 1.0277,                 1.0703,                  1.216,              0.0046216,              0.0046216,              0.0046216
                    165,                 1.1062,                    1.3,                 1.2948,                0.67455,                0.53267,                0.58324,                0.42241,                 1.0255,                 1.0711,                 1.2151,              0.0045884,              0.0045884,              0.0045884
                    166,                 1.1053,                 1.2985,                 1.2904,                0.68005,                0.53048,                0.58462,                0.42203,                 1.0276,                 1.0693,                 1.2165,              0.0045552,              0.0045552,              0.0045552
                    167,                 1.1057,                 1.2897,                 1.2908,                0.67172,                0.53154,                0.58456,                 0.4223,                 1.0259,                 1.0698,                 1.2145,               0.004522,               0.004522,               0.004522
                    168,                 1.1032,                 1.2922,                 1.2923,                0.65716,                0.53906,                0.58358,                0.42182,                 1.0264,                 1.0707,                 1.2151,              0.0044888,              0.0044888,              0.0044888
                    169,                  1.104,                 1.2921,                  1.292,                0.68112,                0.52765,                0.58497,                0.42257,                 1.0256,                 1.0684,                 1.2141,              0.0044556,              0.0044556,              0.0044556
                    170,                 1.1049,                 1.2916,                 1.2925,                0.66053,                0.53527,                0.58471,                0.42228,                 1.0246,                 1.0697,                 1.2146,              0.0044224,              0.0044224,              0.0044224
                    171,                 1.1033,                 1.2911,                 1.2897,                0.67009,                0.53411,                0.58379,                0.42181,                  1.027,                 1.0687,                  1.215,              0.0043892,              0.0043892,              0.0043892
                    172,                 1.1079,                 1.2884,                 1.2905,                0.65407,                0.54255,                0.58347,                0.42131,                 1.0256,                 1.0673,                 1.2152,               0.004356,               0.004356,               0.004356
                    173,                 1.1004,                 1.2846,                 1.2864,                0.67251,                0.53262,                0.58362,                0.42233,                 1.0258,                 1.0675,                 1.2139,              0.0043228,              0.0043228,              0.0043228
                    174,                 1.1022,                 1.2875,                   1.29,                0.65738,                0.53967,                0.58409,                0.42306,                  1.024,                 1.0653,                 1.2129,              0.0042896,              0.0042896,              0.0042896
                    175,                 1.1017,                 1.2816,                 1.2883,                0.66011,                0.54371,                0.58538,                0.42244,                 1.0259,                 1.0674,                 1.2135,              0.0042564,              0.0042564,              0.0042564
                    176,                 1.0983,                 1.2801,                 1.2838,                0.67169,                0.53353,                 0.5847,                0.42288,                  1.023,                 1.0641,                 1.2109,              0.0042232,              0.0042232,              0.0042232
                    177,                    1.1,                 1.2853,                 1.2909,                0.66836,                0.53846,                0.58628,                0.42393,                 1.0245,                  1.064,                 1.2126,                0.00419,                0.00419,                0.00419
                    178,                 1.1042,                 1.2809,                 1.2908,                0.67029,                0.53617,                0.58691,                0.42553,                 1.0238,                 1.0637,                 1.2115,              0.0041568,              0.0041568,              0.0041568
                    179,                  1.099,                 1.2772,                 1.2872,                0.67119,                0.53751,                0.58692,                0.42484,                 1.0219,                 1.0636,                 1.2111,              0.0041236,              0.0041236,              0.0041236
                    180,                 1.0949,                 1.2759,                 1.2863,                0.66269,                0.54527,                0.58662,                0.42531,                 1.0235,                 1.0626,                 1.2118,              0.0040904,              0.0040904,              0.0040904
                    181,                 1.1014,                   1.28,                 1.2875,                0.66359,                0.53958,                0.58824,                0.42436,                 1.0245,                 1.0622,                 1.2114,              0.0040572,              0.0040572,              0.0040572
                    182,                 1.0944,                 1.2725,                 1.2836,                0.67762,                0.53721,                0.58901,                0.42607,                 1.0226,                 1.0591,                 1.2114,               0.004024,               0.004024,               0.004024
                    183,                 1.0967,                 1.2714,                 1.2876,                0.67735,                0.53741,                0.58823,                0.42517,                 1.0212,                 1.0603,                   1.21,              0.0039908,              0.0039908,              0.0039908
                    184,                 1.0964,                 1.2725,                 1.2861,                0.67676,                0.54107,                0.58887,                0.42598,                 1.0221,                 1.0588,                 1.2107,              0.0039576,              0.0039576,              0.0039576
                    185,                  1.099,                 1.2681,                 1.2867,                0.67097,                0.53917,                0.58848,                0.42517,                 1.0225,                 1.0564,                 1.2109,              0.0039244,              0.0039244,              0.0039244
                    186,                 1.0969,                 1.2687,                 1.2838,                0.68004,                0.53529,                0.59092,                 0.4269,                  1.021,                 1.0566,                 1.2099,              0.0038912,              0.0038912,              0.0038912
                    187,                 1.0989,                  1.267,                 1.2842,                0.67881,                0.53978,                0.59262,                0.42707,                 1.0215,                 1.0564,                 1.2095,               0.003858,               0.003858,               0.003858
                    188,                 1.0979,                 1.2685,                 1.2844,                0.67322,                0.54272,                0.59288,                0.42785,                 1.0197,                 1.0535,                 1.2079,              0.0038248,              0.0038248,              0.0038248
                    189,                 1.0918,                 1.2634,                 1.2829,                0.67843,                0.53711,                0.59018,                0.42713,                 1.0196,                 1.0537,                 1.2077,              0.0037916,              0.0037916,              0.0037916
                    190,                  1.089,                  1.258,                 1.2781,                0.66657,                0.54392,                0.59125,                0.42827,                 1.0211,                 1.0552,                 1.2079,              0.0037584,              0.0037584,              0.0037584
                    191,                 1.0951,                 1.2627,                 1.2837,                0.67823,                0.53983,                0.59251,                 0.4284,                   1.02,                 1.0543,                 1.2083,              0.0037252,              0.0037252,              0.0037252
                    192,                 1.0917,                  1.254,                 1.2803,                0.67027,                 0.5443,                0.59243,                0.42843,                 1.0205,                 1.0527,                  1.208,               0.003692,               0.003692,               0.003692
                    193,                  1.088,                 1.2549,                 1.2807,                0.67658,                 0.5418,                0.59317,                0.42861,                 1.0212,                  1.051,                 1.2083,              0.0036588,              0.0036588,              0.0036588
                    194,                 1.0892,                  1.257,                 1.2781,                0.67328,                 0.5422,                0.59318,                0.42815,                 1.0201,                  1.054,                  1.208,              0.0036256,              0.0036256,              0.0036256
                    195,                 1.0922,                 1.2521,                 1.2793,                0.68129,                0.53987,                0.59347,                0.42956,                 1.0188,                 1.0515,                 1.2069,              0.0035924,              0.0035924,              0.0035924
                    196,                 1.0849,                 1.2577,                 1.2791,                0.67667,                0.54101,                0.59182,                 0.4281,                   1.02,                 1.0502,                 1.2076,              0.0035592,              0.0035592,              0.0035592
                    197,                  1.092,                 1.2572,                  1.277,                0.66656,                 0.5469,                 0.5931,                0.43039,                 1.0183,                 1.0511,                 1.2075,               0.003526,               0.003526,               0.003526
                    198,                 1.0879,                 1.2517,                 1.2795,                0.66774,                0.54786,                0.59384,                0.42968,                 1.0171,                 1.0502,                 1.2058,              0.0034928,              0.0034928,              0.0034928
                    199,                 1.0917,                 1.2452,                  1.281,                 0.6664,                0.54798,                0.59459,                0.43049,                 1.0187,                 1.0467,                 1.2075,              0.0034596,              0.0034596,              0.0034596
                    200,                 1.0854,                 1.2464,                 1.2759,                0.67269,                0.54618,                0.59484,                0.43134,                  1.017,                 1.0489,                 1.2055,              0.0034264,              0.0034264,              0.0034264
                    201,                 1.0895,                 1.2467,                 1.2772,                0.67047,                0.54794,                0.59484,                0.43226,                 1.0169,                 1.0488,                 1.2054,              0.0033932,              0.0033932,              0.0033932
                    202,                 1.0844,                 1.2436,                  1.276,                0.67814,                 0.5462,                0.59591,                 0.4314,                 1.0162,                 1.0456,                 1.2058,                0.00336,                0.00336,                0.00336
                    203,                 1.0767,                 1.2341,                 1.2744,                0.68119,                0.54547,                0.59628,                0.43221,                 1.0146,                 1.0471,                 1.2039,              0.0033268,              0.0033268,              0.0033268
                    204,                 1.0862,                 1.2399,                 1.2776,                0.67071,                0.54875,                0.59641,                0.43312,                 1.0147,                 1.0466,                 1.2044,              0.0032936,              0.0032936,              0.0032936
                    205,                 1.0774,                 1.2366,                 1.2742,                0.68301,                0.54703,                  0.598,                0.43296,                  1.015,                 1.0448,                 1.2038,              0.0032604,              0.0032604,              0.0032604
                    206,                 1.0798,                 1.2348,                 1.2737,                0.68143,                0.54649,                0.59989,                0.43536,                 1.0142,                  1.042,                  1.204,              0.0032272,              0.0032272,              0.0032272
                    207,                 1.0772,                 1.2321,                 1.2724,                0.68298,                0.54653,                0.59824,                0.43403,                 1.0155,                 1.0414,                 1.2047,               0.003194,               0.003194,               0.003194
                    208,                 1.0787,                 1.2282,                 1.2711,                0.68133,                 0.5488,                0.59689,                0.43313,                 1.0133,                 1.0429,                 1.2029,              0.0031608,              0.0031608,              0.0031608
                    209,                 1.0821,                 1.2339,                 1.2696,                0.67328,                0.55295,                0.59824,                0.43402,                 1.0128,                 1.0416,                 1.2021,              0.0031276,              0.0031276,              0.0031276
                    210,                 1.0769,                 1.2347,                  1.273,                0.67179,                0.55204,                0.59837,                0.43436,                 1.0137,                  1.041,                 1.2033,              0.0030944,              0.0030944,              0.0030944
                    211,                 1.0758,                 1.2293,                  1.271,                0.68635,                0.54511,                0.59787,                0.43477,                 1.0142,                 1.0407,                 1.2029,              0.0030612,              0.0030612,              0.0030612
                    212,                 1.0779,                 1.2217,                 1.2689,                0.68831,                 0.5428,                0.59877,                0.43328,                 1.0156,                 1.0398,                 1.2042,               0.003028,               0.003028,               0.003028
                    213,                  1.077,                 1.2253,                 1.2687,                  0.682,                0.54957,                0.59994,                0.43427,                 1.0144,                 1.0382,                 1.2036,              0.0029948,              0.0029948,              0.0029948
                    214,                 1.0774,                 1.2219,                 1.2678,                 0.6799,                0.54533,                0.59852,                 0.4336,                 1.0142,                 1.0407,                 1.2026,              0.0029616,              0.0029616,              0.0029616
                    215,                 1.0701,                  1.219,                 1.2673,                 0.6855,                0.54835,                 0.5996,                0.43502,                 1.0105,                 1.0375,                 1.2003,              0.0029284,              0.0029284,              0.0029284
                    216,                 1.0759,                 1.2124,                 1.2664,                0.67821,                0.55124,                0.60002,                0.43532,                 1.0128,                 1.0368,                 1.2016,              0.0028952,              0.0028952,              0.0028952
                    217,                 1.0744,                 1.2135,                 1.2643,                 0.6794,                0.55421,                0.60029,                0.43587,                 1.0134,                 1.0362,                 1.2011,               0.002862,               0.002862,               0.002862
                    218,                 1.0712,                  1.216,                 1.2661,                0.69432,                0.54435,                0.60066,                0.43586,                 1.0144,                 1.0363,                 1.2013,              0.0028288,              0.0028288,              0.0028288
                    219,                 1.0719,                 1.2117,                 1.2647,                0.67639,                0.55183,                 0.6011,                0.43565,                  1.013,                 1.0347,                 1.2005,              0.0027956,              0.0027956,              0.0027956
                    220,                 1.0708,                 1.2142,                 1.2651,                0.68291,                0.55071,                0.60105,                0.43644,                 1.0111,                 1.0343,                 1.1993,              0.0027624,              0.0027624,              0.0027624
                    221,                 1.0697,                 1.2087,                 1.2646,                0.68201,                0.55385,                0.60249,                0.43704,                 1.0126,                 1.0346,                  1.199,              0.0027292,              0.0027292,              0.0027292
                    222,                 1.0715,                 1.2093,                 1.2631,                0.68091,                0.55047,                0.60197,                0.43653,                 1.0113,                 1.0327,                 1.1986,               0.002696,               0.002696,               0.002696
                    223,                 1.0704,                 1.2058,                  1.263,                0.68269,                0.55296,                0.60139,                0.43652,                 1.0085,                 1.0313,                  1.197,              0.0026628,              0.0026628,              0.0026628
                    224,                 1.0655,                 1.2067,                 1.2614,                0.68191,                0.55055,                 0.6006,                0.43534,                 1.0106,                 1.0319,                 1.1984,              0.0026296,              0.0026296,              0.0026296
                    225,                 1.0668,                 1.1972,                  1.259,                0.68293,                0.54696,                0.60078,                 0.4358,                 1.0094,                 1.0321,                 1.1967,              0.0025964,              0.0025964,              0.0025964
                    226,                 1.0676,                 1.2071,                 1.2599,                0.68354,                0.54894,                0.60171,                0.43617,                 1.0116,                 1.0312,                 1.1984,              0.0025632,              0.0025632,              0.0025632
                    227,                 1.0641,                 1.1966,                 1.2596,                0.68006,                0.55273,                0.60267,                0.43684,                 1.0119,                 1.0298,                 1.1983,                0.00253,                0.00253,                0.00253
                    228,                 1.0664,                 1.1904,                 1.2574,                0.67547,                0.55518,                0.60283,                0.43728,                 1.0086,                 1.0286,                 1.1958,              0.0024968,              0.0024968,              0.0024968
                    229,                 1.0657,                 1.1899,                 1.2563,                 0.6879,                0.55367,                0.60327,                0.43661,                 1.0083,                 1.0292,                 1.1959,              0.0024636,              0.0024636,              0.0024636
                    230,                 1.0616,                 1.1891,                 1.2564,                0.69163,                0.54661,                0.60381,                0.43872,                 1.0076,                 1.0272,                 1.1943,              0.0024304,              0.0024304,              0.0024304
                    231,                 1.0616,                 1.1863,                 1.2554,                0.68326,                0.55312,                0.60301,                 0.4375,                  1.009,                 1.0278,                 1.1946,              0.0023972,              0.0023972,              0.0023972
                    232,                 1.0639,                 1.1888,                  1.257,                0.68692,                0.54961,                0.60343,                0.43838,                 1.0086,                 1.0273,                 1.1955,               0.002364,               0.002364,               0.002364
                    233,                 1.0587,                  1.184,                 1.2557,                0.68883,                0.54992,                0.60391,                0.43867,                 1.0075,                 1.0251,                 1.1955,              0.0023308,              0.0023308,              0.0023308
                    234,                 1.0612,                 1.1865,                 1.2545,                0.68618,                0.55093,                0.60527,                0.43944,                 1.0061,                 1.0248,                 1.1944,              0.0022976,              0.0022976,              0.0022976
                    235,                 1.0573,                 1.1822,                 1.2551,                0.67007,                0.55948,                0.60644,                0.44164,                 1.0061,                 1.0239,                 1.1934,              0.0022644,              0.0022644,              0.0022644
                    236,                 1.0594,                 1.1836,                 1.2578,                0.67612,                 0.5579,                0.60565,                0.43953,                 1.0052,                 1.0242,                  1.194,              0.0022312,              0.0022312,              0.0022312
                    237,                 1.0589,                 1.1801,                 1.2547,                0.68333,                0.55227,                 0.6051,                0.44054,                 1.0028,                 1.0234,                 1.1918,               0.002198,               0.002198,               0.002198
                    238,                 1.0551,                 1.1769,                 1.2554,                 0.6821,                 0.5569,                0.60798,                0.44199,                 1.0054,                 1.0202,                  1.193,              0.0021648,              0.0021648,              0.0021648
                    239,                 1.0527,                 1.1697,                 1.2517,                0.67813,                0.55776,                0.60598,                 0.4416,                 1.0054,                  1.024,                 1.1933,              0.0021316,              0.0021316,              0.0021316
                    240,                 1.0548,                 1.1695,                 1.2508,                 0.6836,                0.55826,                 0.6077,                0.44185,                  1.005,                 1.0228,                 1.1931,              0.0020984,              0.0020984,              0.0020984
                    241,                 1.0555,                 1.1711,                 1.2537,                0.70197,                0.55131,                0.60977,                0.44239,                 1.0053,                 1.0193,                 1.1936,              0.0020652,              0.0020652,              0.0020652
                    242,                 1.0535,                 1.1642,                 1.2505,                0.69421,                   0.55,                0.60807,                0.44171,                 1.0068,                   1.02,                 1.1936,               0.002032,               0.002032,               0.002032
                    243,                 1.0496,                 1.1602,                 1.2497,                0.68715,                 0.5623,                0.61114,                0.44386,                 1.0072,                 1.0178,                 1.1941,              0.0019988,              0.0019988,              0.0019988
                    244,                 1.0491,                 1.1619,                 1.2484,                0.68152,                0.56165,                0.60888,                0.44265,                 1.0039,                 1.0191,                 1.1919,              0.0019656,              0.0019656,              0.0019656
                    245,                 1.0501,                 1.1647,                 1.2485,                0.68281,                0.55833,                 0.6097,                0.44233,                 1.0042,                 1.0221,                  1.191,              0.0019324,              0.0019324,              0.0019324
                    246,                 1.0458,                 1.1526,                 1.2461,                0.68334,                0.55975,                0.61122,                0.44471,                 1.0024,                  1.016,                 1.1906,              0.0018992,              0.0018992,              0.0018992
                    247,                 1.0434,                 1.1524,                 1.2467,                0.68953,                 0.5551,                0.61147,                0.44573,                 1.0025,                 1.0157,                 1.1906,               0.001866,               0.001866,               0.001866
                    248,                 1.0472,                 1.1551,                 1.2461,                0.67888,                 0.5629,                0.61094,                0.44363,                 1.0012,                  1.018,                 1.1892,              0.0018328,              0.0018328,              0.0018328
                    249,                 1.0456,                 1.1505,                 1.2462,                0.68625,                0.56108,                0.61169,                0.44517,                 1.0022,                 1.0155,                 1.1902,              0.0017996,              0.0017996,              0.0017996
                    250,                 1.0431,                 1.1404,                 1.2432,                0.69501,                0.55443,                0.61322,                0.44632,                 1.0038,                 1.0117,                 1.1909,              0.0017664,              0.0017664,              0.0017664
                    251,                 1.0441,                 1.1481,                 1.2437,                0.68992,                0.55926,                0.61356,                0.44609,                 1.0015,                 1.0099,                 1.1883,              0.0017332,              0.0017332,              0.0017332
                    252,                 1.0401,                 1.1442,                 1.2433,                 0.6871,                0.56215,                0.61293,                0.44512,                 1.0028,                 1.0142,                 1.1902,                 0.0017,                 0.0017,                 0.0017
                    253,                 1.0418,                 1.1392,                  1.243,                  0.681,                0.56513,                0.61464,                0.44469,                 1.0048,                 1.0127,                 1.1907,              0.0016668,              0.0016668,              0.0016668
                    254,                 1.0378,                 1.1359,                 1.2407,                0.69212,                0.56235,                0.61391,                0.44667,                0.99971,                 1.0119,                 1.1884,              0.0016336,              0.0016336,              0.0016336
                    255,                 1.0423,                  1.137,                 1.2411,                0.68011,                0.56715,                0.61588,                0.44749,                 1.0002,                 1.0132,                 1.1872,              0.0016004,              0.0016004,              0.0016004
                    256,                 1.0378,                 1.1397,                   1.24,                0.69492,                0.56305,                0.61592,                0.44729,                 1.0024,                   1.01,                 1.1895,              0.0015672,              0.0015672,              0.0015672
                    257,                 1.0392,                 1.1281,                 1.2363,                0.69234,                0.56603,                0.61492,                 0.4475,                 1.0015,                 1.0104,                  1.188,               0.001534,               0.001534,               0.001534
                    258,                 1.0379,                 1.1277,                 1.2389,                0.69299,                0.56719,                0.61661,                0.44912,                0.99994,                 1.0088,                 1.1884,              0.0015008,              0.0015008,              0.0015008
                    259,                 1.0335,                 1.1234,                 1.2369,                0.70248,                 0.5591,                0.61814,                0.44937,                 1.0019,                 1.0078,                 1.1887,              0.0014676,              0.0014676,              0.0014676
                    260,                  1.029,                 1.1211,                 1.2335,                0.68523,                0.56902,                0.61783,                0.44876,                 1.0001,                 1.0087,                 1.1865,              0.0014344,              0.0014344,              0.0014344
                    261,                 1.0307,                 1.1198,                 1.2333,                0.69096,                0.56647,                0.61787,                0.44966,                0.99925,                 1.0048,                 1.1867,              0.0014012,              0.0014012,              0.0014012
                    262,                 1.0319,                 1.1169,                 1.2324,                0.69534,                0.56491,                0.61804,                0.45111,                 1.0007,                 1.0073,                 1.1871,               0.001368,               0.001368,               0.001368
                    263,                 1.0291,                 1.1174,                 1.2363,                0.68829,                0.56451,                0.61595,                0.44914,                0.99841,                  1.006,                 1.1853,              0.0013348,              0.0013348,              0.0013348
                    264,                 1.0281,                 1.1105,                 1.2331,                0.68604,                0.56874,                0.61807,                0.45041,                0.99809,                 1.0057,                 1.1845,              0.0013016,              0.0013016,              0.0013016
                    265,                  1.025,                 1.1028,                  1.232,                0.70001,                0.56561,                0.62022,                0.45196,                 0.9972,                 1.0028,                 1.1848,              0.0012684,              0.0012684,              0.0012684
                    266,                 1.0255,                 1.1043,                 1.2329,                0.69294,                0.57056,                0.61921,                 0.4503,                 1.0014,                  1.004,                 1.1876,              0.0012352,              0.0012352,              0.0012352
                    267,                 1.0253,                 1.1053,                 1.2303,                0.69186,                0.56785,                0.61759,                0.44977,                0.99721,                 1.0038,                 1.1844,               0.001202,               0.001202,               0.001202
                    268,                  1.022,                 1.0969,                 1.2279,                0.69422,                0.56748,                0.61911,                0.45158,                0.99721,                 1.0008,                 1.1848,              0.0011688,              0.0011688,              0.0011688
                    269,                 1.0231,                 1.0991,                 1.2287,                0.70028,                0.56159,                0.61785,                0.45068,                 0.9969,                 1.0054,                 1.1836,              0.0011356,              0.0011356,              0.0011356
                    270,                 1.0205,                 1.0905,                  1.227,                0.70004,                0.56465,                0.61899,                0.45056,                0.99778,                 1.0039,                 1.1858,              0.0011024,              0.0011024,              0.0011024
                    271,                  1.017,                 1.0885,                 1.2253,                0.70502,                0.56368,                0.61999,                0.45032,                0.99731,                 1.0016,                 1.1846,              0.0010692,              0.0010692,              0.0010692
                    272,                 1.0176,                 1.0872,                 1.2256,                0.69779,                0.56846,                0.61989,                0.45063,                0.99911,                 1.0017,                 1.1857,               0.001036,               0.001036,               0.001036
                    273,                 1.0173,                 1.0862,                 1.2282,                0.70311,                0.56544,                0.61937,                0.45142,                0.99737,                 1.0031,                 1.1839,              0.0010028,              0.0010028,              0.0010028
                    274,                 1.0143,                 1.0818,                 1.2257,                 0.7032,                0.56311,                0.61991,                0.45177,                0.99484,                 1.0004,                 1.1829,              0.0009696,              0.0009696,              0.0009696
                    275,                 1.0091,                 1.0705,                  1.221,                0.69049,                0.56989,                0.61794,                0.45112,                0.99764,                 1.0012,                 1.1842,              0.0009364,              0.0009364,              0.0009364
                    276,                  1.016,                 1.0774,                 1.2228,                 0.6998,                0.56589,                0.62032,                0.45255,                 0.9948,                0.99883,                 1.1826,              0.0009032,              0.0009032,              0.0009032
                    277,                  1.008,                 1.0698,                 1.2196,                0.70005,                0.56965,                0.62127,                0.45287,                0.99387,                 1.0003,                 1.1821,                0.00087,                0.00087,                0.00087
                    278,                 1.0115,                 1.0674,                 1.2209,                0.69447,                 0.5712,                0.62083,                0.45314,                0.99433,                 1.0009,                 1.1818,              0.0008368,              0.0008368,              0.0008368
                    279,                 1.0075,                 1.0564,                 1.2152,                0.69807,                0.56514,                0.62012,                0.45236,                0.99462,                0.99973,                 1.1834,              0.0008036,              0.0008036,              0.0008036
                    280,                 1.0064,                 1.0598,                 1.2182,                0.70748,                0.56453,                0.62151,                0.45336,                0.99561,                0.99946,                 1.1822,              0.0007704,              0.0007704,              0.0007704
                    281,                 1.0084,                 1.0598,                 1.2161,                 0.7005,                0.56753,                0.62136,                0.45264,                0.99301,                0.99728,                 1.1815,              0.0007372,              0.0007372,              0.0007372
                    282,                 1.0022,                 1.0466,                 1.2161,                0.71038,                 0.5634,                0.62084,                0.45228,                0.99614,                0.99909,                 1.1832,               0.000704,               0.000704,               0.000704
                    283,                 1.0032,                 1.0452,                 1.2156,                 0.6957,                0.56998,                0.61994,                0.45188,                0.99388,                0.99645,                 1.1826,              0.0006708,              0.0006708,              0.0006708
                    284,                 1.0038,                 1.0517,                  1.216,                0.70312,                0.56869,                 0.6204,                0.45095,                0.99485,                0.99848,                 1.1823,              0.0006376,              0.0006376,              0.0006376
                    285,                 1.0007,                 1.0427,                 1.2133,                0.70884,                0.56714,                0.62258,                0.45434,                0.99352,                0.99662,                 1.1813,              0.0006044,              0.0006044,              0.0006044
                    286,                0.99963,                 1.0384,                 1.2128,                0.70582,                0.56701,                0.62276,                0.45346,                0.99468,                0.99651,                 1.1829,              0.0005712,              0.0005712,              0.0005712
                    287,                0.99281,                 1.0312,                 1.2094,                0.69992,                0.56854,                0.62165,                0.45192,                0.99391,                0.99759,                 1.1806,               0.000538,               0.000538,               0.000538
                    288,                0.99111,                 1.0287,                 1.2087,                0.70611,                0.56655,                0.62071,                0.45306,                0.99691,                0.99757,                 1.1838,              0.0005048,              0.0005048,              0.0005048
                    289,                0.99171,                 1.0249,                 1.2072,                0.70547,                0.56716,                 0.6212,                0.45265,                0.99477,                0.99786,                 1.1814,              0.0004716,              0.0004716,              0.0004716
                    290,                 0.9862,                 1.0199,                 1.2065,                0.70359,                0.56656,                0.62077,                0.45338,                0.99633,                0.99715,                 1.1825,              0.0004384,              0.0004384,              0.0004384
                    291,                0.95711,                 0.9188,                 1.1736,                0.70677,                0.56809,                0.62344,                0.45505,                0.99418,                 0.9962,                 1.1808,              0.0004052,              0.0004052,              0.0004052
                    292,                0.95217,                 0.9067,                  1.171,                0.69619,                0.57039,                0.62063,                0.45354,                0.99234,                0.99774,                 1.1795,               0.000372,               0.000372,               0.000372
                    293,                0.94514,                0.89494,                  1.166,                0.70202,                0.57093,                0.62093,                0.45363,                0.99158,                0.99651,                 1.1791,              0.0003388,              0.0003388,              0.0003388
                    294,                0.94558,                0.88742,                 1.1647,                0.71559,                0.56073,                0.62206,                 0.4534,                0.99484,                0.99845,                 1.1805,              0.0003056,              0.0003056,              0.0003056
